Rk.,Column1,Player,Pitches,Total,Pitch %,xBA,BA - xBA,2
451,,"Bolt, Skye",116,483,24,0.194,0.004,Graphs
452,,"Garcia, Aramis",115,449,25.6,0.212,0.001,Graphs
453,,"Carroll, Corbin",115,458,25.1,0.221,0.039,Graphs
454,,"Carpenter, Kerry",113,432,26.2,0.209,0.043,Graphs
455,,"Moniak, Mickey",112,412,27.2,0.155,0.015,Graphs
456,,"Lamb, Jake",111,453,24.5,0.215,0.001,Graphs
457,,"Fairchild, Stuart",110,423,26,0.221,0.026,Graphs
458,,"Vosler, Jason",110,419,26.3,0.244,0.021,Graphs
459,,"Adrianza, Ehire",110,422,26.1,0.222,-0.047,Graphs
460,,"Waters, Drew",109,433,25.2,0.195,0.045,Graphs
461,,"Gonzalez, Romy",109,393,27.7,0.228,0.01,Graphs
462,,"Steer, Spencer",108,428,25.2,0.206,0.005,Graphs
463,,"Collins, Zack",108,477,22.6,0.181,-0.026,Graphs
464,,"Mendick, Danny",106,422,25.1,0.229,0.06,Graphs
465,,"Canó, Robinson",104,382,27.2,0.209,-0.059,Graphs
466,,"Vavra, Terrin",103,383,26.9,0.264,-0.006,Graphs
467,,"Papierski, Michael",103,409,25.2,0.171,-0.028,Graphs
468,,"Burdick, Peyton",102,401,25.4,0.205,0.002,Graphs
469,,"Jung, Josh",102,394,25.9,0.225,-0.021,Graphs
470,,"Stowers, Kyle",98,368,26.6,0.266,-0.013,Graphs
471,,"Bouchard, Sean",97,418,23.2,0.244,0.053,Graphs
472,,"Sierra, Magneuris",96,346,27.7,0.197,-0.032,Graphs
473,,"Demeritte, Travis",96,381,25.2,0.211,0.002,Graphs
474,,"Solak, Nick",95,357,26.6,0.242,-0.035,Graphs
475,,"Casas, Triston",95,412,23.1,0.193,0.004,Graphs
476,,"Kennedy, Buddy",94,363,25.9,0.196,0.021,Graphs
477,,"Jones, Nolan",93,399,23.3,0.254,-0.01,Graphs
478,,"Hill, Derek",92,332,27.7,0.193,0.036,Graphs
479,,"Ríos, Edwin",91,347,26.2,0.225,0.019,Graphs
480,,"Mathias, Mark",91,404,22.5,0.214,0.033,Graphs
481,,"Davis, Jonathan",91,376,24.2,0.218,0.006,Graphs
482,,"Castro, Jason",88,369,23.8,0.161,-0.046,Graphs
483,,"Quinn, Roman",87,347,25.1,0.188,0.027,Graphs
484,,"Leon, Sandy",86,387,22.2,0.187,-0.018,Graphs
485,,"Aranda, Jonathan",86,334,25.7,0.205,-0.013,Graphs
486,,"Freeman, Tyler",86,341,25.2,0.229,0.018,Graphs
487,,"Simmons, Andrelton",85,298,28.5,0.158,0.015,Graphs
488,,"Maton, Nick",85,365,23.3,0.217,0.033,Graphs
489,,"Barrera, Luis",85,316,26.9,0.213,0.021,Graphs
490,,"Kreidler, Ryan",84,354,23.7,0.211,-0.033,Graphs
491,,"Garrett, Stone",84,312,26.9,0.198,0.078,Graphs
492,,"Pinto, René",83,325,25.5,0.187,0.025,Graphs
493,,"Mercedes, Yermín",83,353,23.5,0.253,-0.02,Graphs
494,,"Heredia, Guillermo",82,347,23.6,0.16,-0.002,Graphs
495,,"Marisnick, Jake",81,288,28.1,0.226,0.008,Graphs
496,,"Encarnacion, Jerar",81,339,23.9,0.184,-0.002,Graphs
497,,"Duggar, Steven",80,328,24.4,0.146,0.007,Graphs
498,,"Thaiss, Matt",80,324,24.7,0.212,0.005,Graphs
499,,"Walton, Donovan",78,298,26.2,0.191,-0.033,Graphs
500,,"Palacios, Jermaine",77,303,25.4,0.191,-0.048,Graphs
501,,"Gosselin, Phil",77,310,24.8,0.177,-0.028,Graphs
502,,"Viloria, Meibrys",75,347,21.6,0.142,0.017,Graphs
503,,"Mayfield, Jack",74,255,29,0.187,-0.001,Graphs
504,,"Hermosillo, Michael",73,296,24.7,0.169,-0.054,Graphs
505,,"Moreno, Gabriel",73,265,27.5,0.274,0.045,Graphs
506,,"Mazeika, Patrick",72,284,25.4,0.188,0.003,Graphs
507,,"Raley, Luke",72,282,25.5,0.177,0.02,Graphs
508,,"Sanó, Miguel",71,326,21.8,0.167,-0.084,Graphs
509,,"Matijevic, J.J.",71,274,25.9,0.213,-0.004,Graphs
510,,"Stevenson, Cal",71,294,24.1,0.208,-0.041,Graphs
511,,"Cameron, Daz",70,266,26.3,0.223,-0.004,Graphs
512,,"Stefanic, Michael",69,251,27.5,0.217,-0.02,Graphs
513,,"Pérez, Roberto",69,308,22.4,0.212,0.021,Graphs
514,,"Mitchell, Garrett",68,300,22.7,0.187,0.124,Graphs
515,,"Owings, Chris",68,261,26.1,0.145,-0.038,Graphs
516,,"Groshans, Jordan",65,263,24.7,0.234,0.028,Graphs
517,,"Wallner, Matt",64,257,24.9,0.175,0.053,Graphs
518,,"Jankowski, Travis",64,258,24.8,0.198,-0.034,Graphs
519,,"Tucker, Cole",63,278,22.7,0.183,-0.008,Graphs
520,,"Lewis, Kyle",62,263,23.6,0.206,-0.063,Graphs
521,,"Calhoun, Willie",62,233,26.6,0.215,-0.08,Graphs
522,,"Lagares, Juan",62,241,25.7,0.216,-0.033,Graphs
523,,"Contreras, Mark",61,220,27.7,0.204,-0.083,Graphs
524,,"Benson, Will",61,229,26.6,0.181,0.001,Graphs
525,,"Park, Hoy",60,237,25.3,0.208,0.008,Graphs
526,,"Robinson, Chuckie",60,205,29.3,0.227,-0.091,Graphs
527,,"Munoz, Yairo",60,208,28.8,0.226,-0.015,Graphs
528,,"Soto, Livan",59,223,26.5,0.281,0.119,Graphs
529,,"Strange-Gordon, Dee",59,196,30.1,0.22,0.085,Graphs
530,,"Bemboom, Anthony",59,244,24.2,0.182,-0.067,Graphs
531,,"Capel, Conner",59,242,24.4,0.286,0.022,Graphs
532,,"Hager, Jake",59,260,22.7,0.165,0.075,Graphs
533,,"Arias, Gabriel",57,231,24.7,0.197,-0.006,Graphs
534,,"Upton, Justin",57,229,24.9,0.157,-0.032,Graphs
535,,"Rojas, Jose",57,228,25,0.167,-0.042,Graphs
536,,"Peraza, Oswald",57,160,35.6,0.276,0.03,Graphs
537,,"MacKinnon, David",57,252,22.6,0.208,-0.068,Graphs
538,,"McKinney, Billy",56,256,21.9,0.158,-0.062,Graphs
539,,"Wong, Connor",56,221,25.3,0.184,0.004,Graphs
540,,"Astudillo, Willians",55,150,36.7,0.265,-0.024,Graphs
541,,"Ahmed, Nick",54,211,25.6,0.191,0.04,Graphs
542,,"Mondesi, Adalberto",54,215,25.1,0.166,-0.026,Graphs
543,,"Barrera, Tres",53,194,27.3,0.167,0.013,Graphs
544,,"Burleson, Alec",53,190,27.9,0.248,-0.06,Graphs
545,,"Diaz, Jordan",51,162,31.5,0.208,0.057,Graphs
546,,"Campusano, Luis",50,161,31.1,0.23,0.02,Graphs
547,,"Vargas, Miguel",50,202,24.8,0.205,-0.035,Graphs
